날짜,종가,전일비,시가,고가,저가,거래량,NM
2022.03.22,94800,0,93000,95100,93000,89,DB하이텍1우
2022.04.04,72900,-500,73400,73400,72200,436675,DB하이텍
2022.04.01,73400,-1500,74100,74200,72200,797862,DB하이텍
2022.03.31,74900,-1900,76000,76200,74300,1080344,DB하이텍
2022.03.30,76800,200,77900,78100,76500,506224,DB하이텍
2022.03.29,76600,0,77500,77800,76100,507842,DB하이텍
2022.03.28,76600,600,76000,77100,75200,636727,DB하이텍
2022.03.25,76000,-600,78400,78500,75700,1008350,DB하이텍
2022.03.24,76600,1700,74100,76700,73700,860385,DB하이텍
2022.03.23,74900,2300,73500,75400,72800,1199703,DB하이텍
2022.03.22,72600,0,72600,73500,71500,663003,DB하이텍
2022.04.04,40250,800,40450,40500,39550,5504,DL우
2022.04.01,39450,-100,39550,39700,39150,1029,DL우
2022.03.31,39550,450,39100,39800,39050,1344,DL우
2022.03.30,39100,-50,39200,39250,38750,2346,DL우
2022.03.29,39150,550,38600,39200,38600,3463,DL우
2022.03.28,38600,750,37850,38750,37800,3712,DL우
2022.03.25,37850,200,38150,38650,37850,2035,DL우
2022.03.24,37650,0,37450,37750,37450,764,DL우
2022.03.23,37650,0,37650,37800,37350,1773,DL우
2022.03.22,37650,0,37550,37850,37550,945,DL우
2022.04.04,28750,-450,29200,29450,28600,28069,DL건설
2022.04.01,29200,0,29300,29400,29100,14855,DL건설
2022.03.31,29200,-250,29450,29700,29200,18336,DL건설
2022.03.30,29450,-100,29700,29750,29450,17963,DL건설
2022.03.29,29550,-450,30000,30000,29500,24950,DL건설
2022.03.28,30000,350,29700,30200,29700,21858,DL건설
2022.03.25,29650,-150,30350,30600,29650,33395,DL건설
2022.03.24,29800,0,29700,29900,29300,25325,DL건설
2022.03.23,29800,100,29750,30000,29700,15473,DL건설
2022.03.22,29700,0,29700,29950,29200,24887,DL건설
2022.04.04,61600,0,61600,62200,61100,50532,DL
2022.04.01,61600,400,60500,61700,60100,53853,DL
2022.03.31,61200,1800,59400,61200,59100,75295,DL
2022.03.30,59400,-600,61000,61000,59000,61849,DL
2022.03.29,60000,200,59900,60800,59600,79852,DL
2022.03.28,59800,1200,58600,59900,58000,79034,DL
2022.03.25,58600,-700,60100,60600,58300,126882,DL
2022.03.24,59300,-700,59700,59800,58700,61073,DL
2022.03.23,60000,200,59900,60600,59700,37682,DL
2022.03.22,59800,0,59600,60300,59600,38152,DL
2022.04.04,27600,-250,27950,27950,27400,31588,F&F홀딩스
2022.04.01,27850,500,27450,28050,27200,45021,F&F홀딩스
2022.03.31,27350,300,26800,27550,26750,29948,F&F홀딩스
2022.03.30,27050,150,27100,27200,26850,28185,F&F홀딩스
2022.03.29,26900,-100,27000,27150,26750,24034,F&F홀딩스
2022.03.28,27000,-650,28000,28150,27000,60369,F&F홀딩스
2022.03.25,27650,1300,26500,27800,26400,91820,F&F홀딩스
2022.03.24,26350,50,26200,26400,26000,25456,F&F홀딩스
2022.03.23,26300,0,26350,26650,26200,33711,F&F홀딩스
2022.03.22,26300,0,26500,26500,26100,39288,F&F홀딩스
2022.04.04,36100,250,35850,36150,35750,3967,GS우
2022.04.01,35850,450,35500,35900,35200,9191,GS우
2022.03.31,35400,300,35100,35500,35000,5002,GS우
2022.03.30,35100,0,35100,35150,34900,2645,GS우
2022.03.29,35100,-200,34800,35300,34800,4112,GS우
2022.03.28,35300,650,34700,35400,34650,4995,GS우
2022.03.25,34650,-200,34750,34900,34650,2586,GS우
2022.03.24,34850,-100,35150,35150,34750,2494,GS우
2022.03.23,34950,300,34650,34950,34650,2433,GS우
2022.03.22,34650,0,34850,34850,34450,2540,GS우
2022.04.04,44700,750,43700,44750,43650,245970,GS
2022.04.01,43950,50,43500,44500,43200,346586,GS
2022.03.31,43900,1300,42900,44000,42250,420439,GS
2022.03.30,42600,-350,42900,43050,42100,233913,GS
2022.03.29,42950,-100,42750,43350,42500,445370,GS
2022.03.28,43050,2250,40550,43050,40450,756587,GS
2022.03.25,40800,300,40300,40850,40200,160431,GS
2022.03.24,40500,0,40600,41100,40400,167185,GS
2022.03.23,40500,350,40250,40700,40200,147263,GS
2022.03.22,40150,0,40150,40450,40050,91260,GS
2022.04.04,110000,0,110000,110000,109500,63,KG동부제철우
2022.04.01,110000,1000,109000,110000,109000,37,KG동부제철우
2022.03.31,109000,500,109000,109000,107000,23,KG동부제철우
2022.03.30,108500,-1500,112500,112500,108500,181,KG동부제철우
2022.03.29,110000,500,107000,110000,107000,94,KG동부제철우
2022.03.28,109500,500,105000,110500,105000,54,KG동부제철우
2022.03.25,109000,2000,107000,109500,107000,37,KG동부제철우
2022.03.24,107000,1500,104000,112500,103000,113,KG동부제철우
2022.03.23,105500,4000,104000,109000,103000,271,KG동부제철우
2022.03.22,101500,0,101500,102000,101000,129,KG동부제철우
2022.04.04,11100,50,11050,11150,10950,110424,KG동부제철
2022.04.01,11050,-200,11100,11200,11000,156913,KG동부제철
2022.03.31,11250,100,11100,11300,11050,158260,KG동부제철
2022.03.30,11150,0,11300,11350,11150,132575,KG동부제철
2022.03.29,11150,-50,11150,11300,11100,147590,KG동부제철
2022.03.28,11200,50,11200,11300,10950,201909,KG동부제철
2022.03.25,11150,-150,11400,11400,11050,250626,KG동부제철
2022.03.24,11300,-450,11700,11700,11250,432309,KG동부제철
2022.03.23,11750,450,11700,12100,11600,1109229,KG동부제철
2022.03.22,11300,0,11250,11450,11200,221546,KG동부제철
2022.04.04,30700,-650,31100,31150,30600,64654,KG케미칼
2022.04.01,31350,100,31400,31750,30900,112023,KG케미칼
2022.03.31,31250,900,30750,31750,30700,153785,KG케미칼
2022.03.30,30350,-400,30850,30950,30300,70498,KG케미칼
2022.03.29,30750,-200,30950,31700,30600,164616,KG케미칼
2022.03.28,30950,350,30600,31250,30000,121780,KG케미칼
2022.03.25,30600,250,30550,30800,30250,78331,KG케미칼
2022.03.24,30350,500,30050,31050,29850,197450,KG케미칼
2022.03.23,29850,-250,30250,30450,29800,74682,KG케미칼
2022.03.22,30100,0,30050,30600,29950,124271,KG케미칼
2022.04.04,515000,3000,514000,515000,509000,3708,LG생활건강우
2022.04.01,512000,5000,507000,513000,501000,7237,LG생활건강우
2022.03.31,507000,-2000,514000,516000,507000,2617,LG생활건강우
2022.03.30,509000,-6000,515000,516000,509000,4342,LG생활건강우
2022.03.29,515000,6000,510000,515000,501000,3772,LG생활건강우
2022.03.28,509000,-13000,521000,522000,507000,3093,LG생활건강우
2022.03.25,522000,7000,515000,522000,514000,2729,LG생활건강우
2022.03.24,515000,1000,512000,519000,508000,1957,LG생활건강우
2022.03.23,514000,-3000,517000,517000,510000,6538,LG생활건강우
2022.03.22,517000,0,509000,517000,503000,5481,LG생활건강우
2022.04.04,904000,8000,905000,905000,891000,45033,LG생활건강
2022.04.01,896000,38000,855000,898000,853000,85755,LG생활건강
2022.03.31,858000,-5000,864000,872000,853000,48259,LG생활건강
2022.03.30,863000,4000,866000,867000,853000,36938,LG생활건강
2022.03.29,859000,24000,840000,866000,840000,55619,LG생활건강
2022.03.28,835000,-32000,857000,863000,830000,91054,LG생활건강
2022.03.25,867000,2000,866000,867000,856000,33780,LG생활건강
2022.03.24,865000,3000,861000,865000,854000,34722,LG생활건강
2022.03.23,862000,-4000,870000,876000,857000,44339,LG생활건강
2022.03.22,866000,0,854000,866000,847000,61541,LG생활건강
2022.04.04,385000,500,387000,387000,382500,136162,LG이노텍
2022.04.01,384500,-2500,385500,392500,382500,212220,LG이노텍
2022.03.31,387000,0,386500,389000,382000,213422,LG이노텍
2022.03.30,387000,-4500,394500,397000,382000,298409,LG이노텍
2022.03.29,391500,500,393500,396000,381000,428695,LG이노텍
2022.03.28,391000,-12000,400000,409500,386000,402101,LG이노텍
2022.03.25,403000,-3000,406000,410000,402000,200568,LG이노텍
2022.03.24,406000,7500,399500,406000,394000,290581,LG이노텍
2022.03.23,398500,-13000,414500,414500,397000,462203,LG이노텍
2022.03.22,411500,0,403000,413500,399000,357711,LG이노텍
2022.04.04,266000,-6500,270000,270000,264500,12723,LG화학우
2022.04.01,272500,-500,273000,275000,268000,17994,LG화학우
2022.03.31,273000,5000,267500,273000,265500,16158,LG화학우
2022.03.30,268000,-1500,271000,271500,265500,12757,LG화학우
2022.03.29,269500,1500,269500,273000,268500,19516,LG화학우
2022.03.28,268000,3500,266000,268000,261000,11199,LG화학우
2022.03.25,264500,-3000,269000,269500,260000,23402,LG화학우
2022.03.24,267500,8500,259500,267500,256000,24289,LG화학우
2022.03.23,259000,7000,256000,259000,252500,16431,LG화학우
2022.03.22,252000,0,251000,254500,250000,21021,LG화학우
2022.04.04,526000,3000,522000,527000,516000,95711,LG화학
2022.04.01,523000,-9000,538000,545000,520000,198741,LG화학
2022.03.31,532000,7000,523000,534000,517000,169611,LG화학
2022.03.30,525000,2000,528000,531000,521000,175835,LG화학
2022.03.29,523000,0,528000,532000,522000,144803,LG화학
2022.03.28,523000,-3000,527000,530000,510000,186517,LG화학
2022.03.25,526000,-5000,536000,537000,520000,322408,LG화학
2022.03.24,531000,23000,518000,532000,512000,523564,LG화학
2022.03.23,508000,16000,497500,510000,494500,307359,LG화학
2022.03.22,492000,0,496500,497000,487500,222919,LG화학
2022.04.04,34300,-500,34850,35100,34250,207194,LX인터내셔널
2022.04.01,34800,350,34600,35500,34550,448701,LX인터내셔널
2022.03.31,34450,800,34250,35400,34050,644010,LX인터내셔널
2022.03.30,33650,-250,33500,34200,33150,345547,LX인터내셔널
2022.03.29,33900,-350,35200,35700,33100,711752,LX인터내셔널
2022.03.28,34250,450,33700,34650,33450,362683,LX인터내셔널
2022.03.25,33800,-500,34000,34400,33400,275602,LX인터내셔널
2022.03.24,34300,150,34200,34500,33700,367571,LX인터내셔널
2022.03.23,34150,500,33800,34250,33100,646032,LX인터내셔널
2022.03.22,33650,0,31900,34500,31850,1541821,LX인터내셔널
2022.04.04,338000,2500,335500,339000,332000,283201,NAVER
2022.04.01,335500,-5000,340000,340500,335500,446987,NAVER
2022.03.31,340500,1500,341500,342000,338500,427064,NAVER
2022.03.30,339000,5000,342000,342000,337000,454373,NAVER
2022.03.29,334000,2500,334500,338000,332000,323767,NAVER
2022.03.28,331500,-1500,329500,332500,324000,356589,NAVER
2022.03.25,333000,-7000,339500,340000,332500,559026,NAVER
2022.03.24,340000,-5500,339500,342000,335000,528012,NAVER
2022.03.23,345500,6000,343000,347500,341500,504911,NAVER
2022.03.22,339500,0,340000,341000,336000,301259,NAVER
2022.04.04,5160,10,5140,5200,5060,122319,NI스틸
2022.04.01,5150,-10,5160,5200,5060,105280,NI스틸
2022.03.31,5160,90,5070,5230,5070,206439,NI스틸
2022.03.30,5070,10,5060,5100,4900,164645,NI스틸
2022.03.29,5060,-30,5090,5200,5030,191676,NI스틸
2022.03.28,5090,10,5030,5260,4980,587735,NI스틸
2022.03.25,5080,115,4970,5420,4880,1984238,NI스틸
2022.03.24,4965,-205,5130,5210,4945,441017,NI스틸
2022.03.23,5170,170,5290,5530,5150,4347649,NI스틸
2022.03.22,5000,0,4965,5080,4865,301204,NI스틸
2022.04.04,106000,1000,105000,106500,103500,117836,OCI
2022.04.01,105000,0,104000,106500,103000,174365,OCI
2022.03.31,105000,1000,103500,106000,103500,198656,OCI
2022.03.30,104000,-500,105000,106000,103000,183023,OCI
2022.03.29,104500,-1000,106500,107000,102500,323574,OCI
2022.03.28,105500,-3500,107500,108000,104500,356992,OCI
2022.03.25,109000,-6000,115000,115500,108500,428785,OCI
2022.03.24,115000,5000,111500,116500,111000,673995,OCI
2022.03.23,110000,-1500,111000,113000,109000,193896,OCI
2022.03.22,111500,0,110500,112000,110000,137647,OCI
2022.04.04,57900,1200,56700,58200,56200,28068,S-Oil우
2022.04.01,56700,900,56300,57300,55700,16898,S-Oil우
2022.03.31,55800,-200,56000,56700,52700,13778,S-Oil우
2022.03.30,56000,-300,56200,57600,55400,29857,S-Oil우
2022.03.29,56300,300,55900,56700,55500,14237,S-Oil우
2022.03.28,56000,1700,54400,56400,54400,31194,S-Oil우
2022.03.25,54300,400,53700,54400,53500,6782,S-Oil우
2022.03.24,53900,500,54200,54300,53500,6185,S-Oil우
2022.03.23,53400,-600,53600,53800,52900,15105,S-Oil우
2022.03.22,54000,0,54200,54300,53700,5133,S-Oil우
2022.04.04,101000,2700,99100,101500,98600,457930,S-Oil
2022.04.01,98300,1600,97200,99800,96500,672960,S-Oil
2022.03.31,96700,-100,97700,98400,94200,726928,S-Oil
2022.03.30,96800,-1000,96600,98100,96100,350758,S-Oil
2022.03.29,97800,-100,96500,98800,95200,745321,S-Oil
2022.03.28,97900,5700,92700,98100,91400,1118701,S-Oil
2022.03.25,92200,1600,90000,92200,89400,467702,S-Oil
2022.03.24,90600,1200,90800,91900,89800,520687,S-Oil
2022.03.23,89400,0,88700,89600,87100,416605,S-Oil
2022.03.22,89400,0,88900,89500,88300,317023,S-Oil
2022.04.04,6650,-10,6740,6740,6590,32582,SBI핀테크솔루션즈
2022.04.01,6660,-430,7050,7090,6610,93868,SBI핀테크솔루션즈
2022.03.31,7090,-20,7150,7150,7040,21305,SBI핀테크솔루션즈
2022.03.30,7110,-110,7220,7220,7030,16639,SBI핀테크솔루션즈
2022.03.29,7220,190,7030,7220,7010,15636,SBI핀테크솔루션즈
2022.03.28,7030,20,7010,7080,6930,10718,SBI핀테크솔루션즈
2022.03.25,7010,40,6970,7060,6940,11039,SBI핀테크솔루션즈
2022.03.24,6970,-90,7000,7050,6930,12294,SBI핀테크솔루션즈
2022.03.23,7060,-30,7190,7190,7000,8298,SBI핀테크솔루션즈
2022.03.22,7090,0,7160,7160,7010,6250,SBI핀테크솔루션즈
2022.04.04,34100,1050,33050,34300,33050,25085,SHD
2022.04.01,33050,1500,31550,33250,31550,19214,SHD
2022.03.31,31550,200,31150,32200,30650,12467,SHD
2022.03.30,31350,-350,31950,31950,30550,8526,SHD
2022.03.29,31700,400,31300,32850,31300,11683,SHD
2022.03.28,31300,-250,31550,31550,31100,8616,SHD
2022.03.25,31550,-700,32550,32550,30900,11460,SHD
2022.03.24,32250,-700,32900,33150,31650,9864,SHD
2022.03.23,32950,400,32550,33700,31750,20275,SHD
2022.03.22,32550,0,31000,32600,30950,17116,SHD
2022.04.04,8360,120,8290,8410,8130,306521,SIMPAC
2022.04.01,8240,30,8210,8240,8080,146011,SIMPAC
2022.03.31,8210,10,8210,8270,8180,92625,SIMPAC
2022.03.30,8200,0,8190,8320,8110,181677,SIMPAC
2022.03.29,8200,-90,8250,8370,8150,121565,SIMPAC
2022.03.28,8290,-10,8300,8380,8200,113624,SIMPAC
2022.03.25,8300,-140,8500,8560,8280,232246,SIMPAC
2022.03.24,8440,170,8250,8450,8190,469255,SIMPAC
2022.03.23,8270,150,8190,8320,8110,190292,SIMPAC
2022.03.22,8120,0,8050,8170,7990,140843,SIMPAC
2022.04.04,30400,300,30200,30450,29800,12250,SK디앤디
2022.04.01,30100,50,30050,30250,29850,18210,SK디앤디
2022.03.31,30050,-350,30150,30600,30000,14560,SK디앤디
2022.03.30,30400,50,30500,30600,30100,7288,SK디앤디
2022.03.29,30350,-150,30300,30850,30300,10129,SK디앤디
2022.03.28,30500,-200,30450,30700,30450,7953,SK디앤디
2022.03.25,30700,-50,30750,31150,30700,9253,SK디앤디
2022.03.24,30750,-100,30950,31200,30500,12632,SK디앤디
2022.03.23,30850,-400,31250,31400,30800,14219,SK디앤디
2022.03.22,31250,0,31100,31300,30950,11430,SK디앤디
2022.04.04,10800,-150,10950,10950,10650,360945,TCC스틸
2022.04.01,10950,100,10750,11100,10600,550849,TCC스틸
2022.03.31,10850,400,10450,10900,10400,450406,TCC스틸
2022.03.30,10450,-350,10900,10900,10350,554146,TCC스틸
2022.03.29,10800,-100,11200,11300,10700,959532,TCC스틸
2022.03.28,10900,400,10750,11150,10700,990871,TCC스틸
2022.03.25,10500,-150,10800,10800,10400,485972,TCC스틸
2022.03.24,10650,-200,10950,10950,10450,886261,TCC스틸
2022.03.23,10850,250,11050,11300,10750,2342069,TCC스틸
2022.03.22,10600,0,10250,10600,10100,1014398,TCC스틸
2022.04.04,2500,0,0,0,0,0,강원에너지
2022.04.01,2500,0,0,0,0,0,강원에너지
2022.03.31,2500,0,0,0,0,0,강원에너지
2022.03.30,2500,0,0,0,0,0,강원에너지
2022.03.29,2500,0,0,0,0,0,강원에너지
2022.03.28,2500,0,0,0,0,0,강원에너지
2022.03.25,2500,0,0,0,0,0,강원에너지
2022.03.24,2500,0,0,0,0,0,강원에너지
2022.03.23,2500,0,0,0,0,0,강원에너지
2022.03.22,2500,0,0,0,0,0,강원에너지
2022.04.04,49550,1550,48500,50400,48100,96988,경동나비엔
2022.04.01,48000,1900,46100,49300,45750,113154,경동나비엔
2022.03.31,46100,200,46500,46500,45900,20716,경동나비엔
2022.03.30,45900,0,46000,47100,45850,49742,경동나비엔
2022.03.29,45900,-650,47000,47000,45750,32105,경동나비엔
2022.03.28,46550,-700,47350,47600,46500,27445,경동나비엔
2022.03.25,47250,400,46850,47300,46700,41011,경동나비엔
2022.03.24,46850,750,46200,46850,45550,46347,경동나비엔
2022.03.23,46100,800,45350,46800,45300,62399,경동나비엔
2022.03.22,45300,0,44700,45450,44500,46629,경동나비엔
2022.04.04,39800,-700,40900,40900,39450,76769,계룡건설
2022.04.01,40500,0,40600,40700,39950,56558,계룡건설
2022.03.31,40500,-250,40650,41200,40050,67532,계룡건설
2022.03.30,40750,0,41650,41650,40400,75568,계룡건설
2022.03.29,40750,-450,41200,41600,40500,75862,계룡건설
2022.03.28,41200,-950,42400,42650,41200,89308,계룡건설
2022.03.25,42150,250,42300,42850,41100,77221,계룡건설
2022.03.24,41900,50,41700,42500,40600,105877,계룡건설
2022.03.23,41850,1850,40350,42500,39900,217281,계룡건설
2022.03.22,40000,0,38900,40250,38900,149847,계룡건설
2022.04.04,8620,50,8570,8690,8490,27292,고려신용정보
2022.04.01,8570,0,8570,8630,8500,16425,고려신용정보
2022.03.31,8570,-40,8600,8650,8480,31972,고려신용정보
2022.03.30,8610,50,8560,8630,8560,18600,고려신용정보
2022.03.29,8560,-110,8670,8680,8500,39987,고려신용정보
2022.03.28,8670,-10,8680,8710,8600,15480,고려신용정보
2022.03.25,8680,10,8720,8720,8600,13640,고려신용정보
2022.03.24,8670,-30,8750,8750,8600,14370,고려신용정보
2022.03.23,8700,-40,8840,8840,8630,18131,고려신용정보
2022.03.22,8740,0,8580,9100,8570,35375,고려신용정보
2022.04.04,18500,0,18500,18800,18400,161016,고영
2022.04.01,18500,-450,18900,19000,18500,183932,고영
2022.03.31,18950,-450,19250,19250,18850,209200,고영
2022.03.30,19400,0,19400,19650,19300,168130,고영
2022.03.29,19400,700,19200,19800,19150,294418,고영
2022.03.28,18700,-300,18850,19150,18500,183124,고영
2022.03.25,19000,50,19200,19200,18700,249333,고영
2022.03.24,18950,400,18450,19000,18350,204177,고영
2022.03.23,18550,0,18700,18700,18350,186907,고영
2022.03.22,18550,0,18100,18600,18000,176619,고영
2022.04.04,159700,100,159600,159700,156600,43559,골프존
2022.04.01,159600,2800,156300,159600,154100,58421,골프존
2022.03.31,156800,3400,153400,159500,153300,101257,골프존
2022.03.30,153400,2400,154000,154200,149200,59021,골프존
2022.03.29,151000,1400,150000,151300,148100,29170,골프존
2022.03.28,149600,0,149600,150800,148400,19074,골프존
2022.03.25,149600,0,149100,149800,148400,22549,골프존
2022.03.24,149600,2600,146700,149600,145000,30247,골프존
2022.03.23,147000,-500,147400,147600,145700,26425,골프존
2022.03.22,147500,0,147000,148300,145500,36253,골프존
2022.04.04,8420,80,8340,8470,8320,66177,골프존뉴딘홀딩스
2022.04.01,8340,-70,8410,8420,8340,45962,골프존뉴딘홀딩스
2022.03.31,8410,220,8200,8440,8200,108003,골프존뉴딘홀딩스
2022.03.30,8190,-70,8270,8330,8180,69891,골프존뉴딘홀딩스
2022.03.29,8260,10,8280,8330,8250,22993,골프존뉴딘홀딩스
2022.03.28,8250,40,8250,8290,8150,38607,골프존뉴딘홀딩스
2022.03.25,8210,-120,8350,8350,8170,91346,골프존뉴딘홀딩스
2022.03.24,8330,-70,8420,8420,8260,35996,골프존뉴딘홀딩스
2022.03.23,8400,180,8220,8500,8180,160489,골프존뉴딘홀딩스
2022.03.22,8220,0,8170,8230,8150,32195,골프존뉴딘홀딩스
2022.04.04,15550,150,15500,15800,15500,44236,교촌에프앤비
2022.04.01,15400,150,15250,15650,15150,65333,교촌에프앤비
2022.03.31,15250,100,15150,15300,15050,25343,교촌에프앤비
2022.03.30,15150,100,15200,15200,15000,14947,교촌에프앤비
2022.03.29,15050,50,15100,15400,15000,42780,교촌에프앤비
2022.03.28,15000,-400,15350,15400,14950,60596,교촌에프앤비
2022.03.25,15400,-50,15500,15600,15350,25534,교촌에프앤비
2022.03.24,15450,-150,15600,15750,15350,91990,교촌에프앤비
2022.03.23,15600,50,15550,15650,15550,34551,교촌에프앤비
2022.03.22,15550,0,15500,15600,15350,29644,교촌에프앤비
2022.04.04,60000,2200,58400,60200,58000,68894,국도화학
2022.04.01,57800,-500,58600,58600,57500,30034,국도화학
2022.03.31,58300,-300,58600,58800,58000,23161,국도화학
2022.03.30,58600,-1000,59900,59900,58100,30944,국도화학
2022.03.29,59600,600,59100,59800,58800,26460,국도화학
2022.03.28,59000,-100,59100,59500,57800,32714,국도화학
2022.03.25,59100,100,59500,59500,58200,33987,국도화학
2022.03.24,59000,700,58300,59400,57900,48507,국도화학
2022.03.23,58300,800,57900,58600,57500,43109,국도화학
2022.03.22,57500,0,57100,57600,56900,26674,국도화학
2022.04.04,32400,50,32550,32550,32050,56553,GST
2022.04.01,32350,550,31850,32500,31800,171079,GST
2022.03.31,31800,150,31450,31900,31300,62493,GST
2022.03.30,31650,-100,32050,32550,31650,110372,GST
2022.03.29,31750,450,31600,31900,31400,85932,GST
2022.03.28,31300,-400,31750,31750,31150,91493,GST
2022.03.25,31700,350,31700,32050,31350,88882,GST
2022.03.24,31350,200,30750,31350,30600,51034,GST
2022.03.23,31150,50,31600,31600,30900,57299,GST
2022.03.22,31100,0,30400,31200,30400,79623,GST
2022.04.04,32350,700,31600,32400,31600,468,금호건설우
2022.04.01,31650,-100,31750,31850,31650,162,금호건설우
2022.03.31,31750,-250,31900,31900,31400,451,금호건설우
2022.03.30,32000,-200,32750,32750,31900,168,금호건설우
2022.03.29,32200,250,31950,32650,31950,352,금호건설우
2022.03.28,31950,850,31150,31950,31150,799,금호건설우
2022.03.25,31100,-500,31950,31950,30600,442,금호건설우
2022.03.24,31600,-50,30800,31600,30750,725,금호건설우
2022.03.23,31650,-200,33750,33750,31400,1090,금호건설우
2022.03.22,31850,0,32300,32300,31450,137,금호건설우
2022.04.04,11150,100,11050,11200,11050,71628,금호건설
2022.04.01,11050,-50,11050,11150,11000,77131,금호건설
2022.03.31,11100,-150,11250,11400,11100,122133,금호건설
2022.03.30,11250,-100,11400,11450,11200,98052,금호건설
2022.03.29,11350,-50,11450,11450,11250,91600,금호건설
2022.03.28,11400,0,11450,11600,11350,83182,금호건설
2022.03.25,11400,-150,11550,11650,11350,104137,금호건설
2022.03.24,11550,0,11450,11650,11350,131360,금호건설
2022.03.23,11550,0,11700,11800,11500,121149,금호건설
2022.03.22,11550,0,11700,11700,11450,160921,금호건설
2022.04.04,93900,1000,92800,93900,92700,12148,금호석유우
2022.04.01,92900,200,92800,93100,91900,12687,금호석유우
2022.03.31,92700,900,91900,93300,91700,11974,금호석유우
2022.03.30,91800,1500,90400,92200,90200,17752,금호석유우
2022.03.29,90300,1100,89000,90900,89000,9722,금호석유우
2022.03.28,89200,100,89200,89500,88000,14741,금호석유우
2022.03.25,89100,-3100,92400,93300,88500,42064,금호석유우
2022.03.24,92200,1200,91000,92700,90600,19517,금호석유우
2022.03.23,91000,1600,89400,91000,89400,13099,금호석유우
2022.03.22,89400,0,88900,90300,88700,17775,금호석유우
2022.04.04,156000,1000,155000,156000,154000,64417,금호석유
2022.04.01,155000,0,154000,156500,153000,78253,금호석유
2022.03.31,155000,500,154500,156000,154000,110541,금호석유
2022.03.30,154500,0,155500,156000,153500,90994,금호석유
2022.03.29,154500,-1500,156500,156500,154500,102240,금호석유
2022.03.28,156000,0,155000,156500,153000,82131,금호석유
2022.03.25,156000,-5500,161500,161500,154000,296554,금호석유
2022.03.24,161500,-1000,162000,163000,160500,98521,금호석유
2022.03.23,162500,1000,162000,163000,160500,91083,금호석유
2022.03.22,161500,0,159500,162000,158500,90143,금호석유
2022.04.04,13100,-150,13200,13250,12950,111665,나래나노텍
2022.04.01,13250,-300,13400,13450,13200,147275,나래나노텍
2022.03.31,13550,700,12900,13750,12850,604247,나래나노텍
2022.03.30,12850,150,12800,13100,12600,247701,나래나노텍
2022.03.29,12700,0,12750,13000,12600,182270,나래나노텍
2022.03.28,12700,50,12600,12800,12500,102713,나래나노텍
2022.03.25,12650,100,12700,12900,12550,142063,나래나노텍
2022.03.24,12550,-150,12600,12650,12400,85862,나래나노텍
2022.03.23,12700,50,12650,12800,12500,150998,나래나노텍
